O*NET-SOC Code	Workplace Example	Element ID	Element Name	Hot Technology	In Demand
25-9031.00	SumTotal Systems ToolBook	2.E.8.b	Computer based training software	N	N
25-9031.00	TechSmith Camtasia	2.E.4.c	Video creation and editing software	N	Y
25-9031.00	TechSmith Snagit	2.E.4.b	Graphics or photo imaging software	N	N
25-9031.00	Trivantis CourseMill	2.E.8.b	Computer based training software	N	N
25-9031.00	Trivantis Lectora	2.E.8.b	Computer based training software	N	N
25-9031.00	Vasont Content Management System	2.E.5.b	Document management software	N	N
25-9031.00	Web browser software	2.E.10.e	Internet browser software	N	N
25-9031.00	Webinar software	2.E.16.c	Network conferencing software	N	N
25-9031.00	WeVideo	2.E.4.c	Video creation and editing software	N	N
25-9031.00	Worldwide Instructional Design System WIDS	2.E.8.b	Computer based training software	N	N
25-9042.00	Appletree	2.E.8.b	Computer based training software	N	N
25-9042.00	Automate the Schools ATS	2.E.6.f	Data base user interface and query software	N	N
25-9042.00	Blackboard software	2.E.6.f	Data base user interface and query software	N	N
25-9042.00	Children's educational software	2.E.8.b	Computer based training software	N	N
25-9042.00	ClassDojo	2.E.10.b	Desktop communications software	N	N
25-9042.00	Email software	2.E.16.a	Electronic mail software	N	N
25-9042.00	Flipgrid	2.E.4.c	Video creation and editing software	N	N
25-9042.00	Google Classroom	2.E.1.e	Project management software	N	N
25-9042.00	Google Meet	2.E.16.b	Video conferencing software	N	N
25-9042.00	Hand held spell checkers	2.E.8.c	Spell checkers	N	N
25-9042.00	High School Scheduling and Transcript HSST	2.E.4.h	Calendar and scheduling software	N	N
25-9042.00	Kahoot!	2.E.8.e	Multi-media educational software	N	N
25-9042.00	Loom	2.E.4.c	Video creation and editing software	N	N
25-9042.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
25-9042.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
25-9042.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
25-9042.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
25-9042.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-9042.00	Padlet	2.E.8.b	Computer based training software	N	N
25-9042.00	ParentSquare	2.E.10.b	Desktop communications software	N	N
25-9042.00	Quizlet	2.E.8.b	Computer based training software	N	N
25-9042.00	Schoology	2.E.8.b	Computer based training software	N	N
25-9042.00	Screen magnification software	2.E.15.c	Device drivers or system software	N	N
25-9042.00	Screen reader software	2.E.15.c	Device drivers or system software	N	N
25-9042.00	Seesaw	2.E.8.e	Multi-media educational software	N	N
25-9042.00	Student information systems SIS software	2.E.6.f	Data base user interface and query software	N	N
25-9042.00	Tadpoles	2.E.10.b	Desktop communications software	N	N
25-9042.00	Text to speech software	2.E.8.b	Computer based training software	N	N
25-9042.00	Web browser software	2.E.10.e	Internet browser software	N	N
25-9043.00	Appletree	2.E.8.b	Computer based training software	N	N
25-9043.00	Automate the Schools ATS	2.E.6.f	Data base user interface and query software	N	N
25-9043.00	Blackboard software	2.E.6.f	Data base user interface and query software	N	N
25-9043.00	Children's educational software	2.E.8.b	Computer based training software	N	N
25-9043.00	ClassDojo	2.E.10.b	Desktop communications software	N	N
25-9043.00	Email software	2.E.16.a	Electronic mail software	N	N
25-9043.00	Flipgrid	2.E.4.c	Video creation and editing software	N	N
25-9043.00	Google Classroom	2.E.1.e	Project management software	N	N
25-9043.00	Google Meet	2.E.16.b	Video conferencing software	N	N
25-9043.00	Hand held spell checkers	2.E.8.c	Spell checkers	N	N
25-9043.00	High School Scheduling and Transcript HSST	2.E.4.h	Calendar and scheduling software	N	N
25-9043.00	Kahoot!	2.E.8.e	Multi-media educational software	N	N
25-9043.00	Loom	2.E.4.c	Video creation and editing software	N	N
25-9043.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
25-9043.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
25-9043.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
25-9043.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
25-9043.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-9043.00	Padlet	2.E.8.b	Computer based training software	N	N
25-9043.00	ParentSquare	2.E.10.b	Desktop communications software	N	N
25-9043.00	Quizlet	2.E.8.b	Computer based training software	N	N
25-9043.00	Schoology	2.E.8.b	Computer based training software	N	N
25-9043.00	Screen magnification software	2.E.15.c	Device drivers or system software	N	N
25-9043.00	Screen reader software	2.E.15.c	Device drivers or system software	N	N
25-9043.00	Seesaw	2.E.8.e	Multi-media educational software	N	N
25-9043.00	Special Education Student Information System SESIS	2.E.6.f	Data base user interface and query software	N	N
25-9043.00	Student information systems SIS software	2.E.6.f	Data base user interface and query software	N	N
25-9043.00	Tadpoles	2.E.10.b	Desktop communications software	N	N
25-9043.00	Text to speech software	2.E.8.b	Computer based training software	N	N
25-9043.00	Web browser software	2.E.10.e	Internet browser software	N	N
25-9044.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	N
25-9044.00	Blackboard Learn	2.E.8.b	Computer based training software	N	N
25-9044.00	Collaborative editing software	2.E.4.d	Word processing software	N	N
25-9044.00	Course management system software	2.E.8.b	Computer based training software	N	N
25-9044.00	Desire2Learn LMS software	2.E.8.b	Computer based training software	N	N
25-9044.00	DOC Cop	2.E.6.h	Information retrieval or search software	N	N
25-9044.00	Email software	2.E.16.a	Electronic mail software	N	N
25-9044.00	Google Docs	2.E.4.d	Word processing software	Y	N
25-9044.00	IBM SPSS Statistics	2.E.9.d	Analytical or scientific software	Y	N
25-9044.00	Image scanning software	2.E.4.j	Optical character reader OCR or scanning software	N	N
25-9044.00	iParadigms Turnitin	2.E.6.h	Information retrieval or search software	N	N
25-9044.00	Learning management system LMS	2.E.8.b	Computer based training software	N	N
25-9044.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
25-9044.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
25-9044.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
25-9044.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
25-9044.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-9044.00	Sakai CLE	2.E.8.b	Computer based training software	N	N
25-9044.00	SAS	2.E.9.d	Analytical or scientific software	Y	N
25-9044.00	Structured query language SQL	2.E.6.f	Data base user interface and query software	Y	N
25-9044.00	Web browser software	2.E.10.e	Internet browser software	N	N
27-1011.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
27-1011.00	Adobe ActionScript	2.E.7.b	Development environment software	N	N
27-1011.00	Adobe After Effects	2.E.4.c	Video creation and editing software	Y	Y
27-1011.00	Adobe Creative Cloud software	2.E.4.b	Graphics or photo imaging software	Y	Y
27-1011.00	Adobe Director	2.E.4.c	Video creation and editing software	N	N
27-1011.00	Adobe Dreamweaver	2.E.4.g	Web page creation and editing software	N	N
27-1011.00	Adobe Illustrator	2.E.4.b	Graphics or photo imaging software	Y	Y
27-1011.00	Adobe ImageReady	2.E.4.b	Graphics or photo imaging software	N	N
27-1011.00	Adobe InDesign	2.E.4.k	Desktop publishing software	Y	Y
27-1011.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	Y
27-1011.00	Adobe Premiere Pro	2.E.4.c	Video creation and editing software	N	N
27-1011.00	AJAX	2.E.7.h	Web platform development software	Y	N
27-1011.00	Apache Flex	2.E.7.h	Web platform development software	N	N
27-1011.00	Apple Final Cut Pro	2.E.4.c	Video creation and editing software	N	N
27-1011.00	Apple iWork Keynote	2.E.4.f	Presentation software	N	N
27-1011.00	Apple Keynote	2.E.4.f	Presentation software	N	N
27-1011.00	Apple macOS	2.E.13.c	Operating system software	Y	N
27-1011.00	Atlassian Confluence	2.E.16.c	Network conferencing software	Y	N
27-1011.00	Atlassian JIRA	2.E.1.e	Project management software	Y	N
27-1011.00	Autodesk 3ds Max Design	2.E.9.c	Computer aided design CAD software	N	N
27-1011.00	Autodesk Maya	2.E.4.b	Graphics or photo imaging software	N	N
27-1011.00	Cascading style sheets CSS	2.E.7.h	Web platform development software	Y	N
27-1011.00	Computer assisted design software	2.E.9.c	Computer aided design CAD software	N	N
27-1011.00	Data visualization software	2.E.9.d	Analytical or scientific software	N	N
27-1011.00	Drupal	2.E.7.h	Web platform development software	N	N
27-1011.00	Dynamic hypertext markup language DHTML	2.E.7.h	Web platform development software	N	N
27-1011.00	Extensible hypertext markup language XHTML	2.E.7.h	Web platform development software	N	N
27-1011.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
27-1011.00	Figma	2.E.7.d	Graphical user interface development software	Y	Y
27-1011.00	Google Slides	2.E.4.f	Presentation software	N	N
27-1011.00	Hypertext markup language HTML	2.E.7.h	Web platform development software	Y	N
27-1011.00	JavaScript	2.E.7.h	Web platform development software	Y	N
27-1011.00	jQuery	2.E.7.e	Object or component oriented development software	Y	N
27-1011.00	Mag+	2.E.16.f	Mobile operator specific application software	N	N
27-1011.00	Maxon Cinema 4D	2.E.4.c	Video creation and editing software	N	N
27-1011.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
27-1011.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
27-1011.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
27-1011.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	Y
27-1011.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
27-1011.00	Mobile application software	2.E.16.f	Mobile operator specific application software	N	N
27-1011.00	PHP	2.E.7.h	Web platform development software	Y	N
27-1011.00	Quark enterprise publishing software	2.E.4.k	Desktop publishing software	N	N
27-1011.00	QuarkXPress	2.E.4.k	Desktop publishing software	N	N
27-1011.00	Social media software	2.E.4.g	Web page creation and editing software	N	N
27-1011.00	Tablet application software	2.E.16.f	Mobile operator specific application software	N	N
27-1011.00	User interface design software	2.E.7.f	Program testing software	N	N
27-1011.00	Web broswer software	2.E.10.e	Internet browser software	N	N
27-1011.00	WeVideo	2.E.4.c	Video creation and editing software	N	N
27-1011.00	WoodWing	2.E.7.h	Web platform development software	N	N
27-1011.00	WordPress	2.E.4.g	Web page creation and editing software	Y	N
27-1011.00	YouTube	2.E.4.c	Video creation and editing software	N	N
27-1012.00	DRAWSTITCH Artistic Sewing Suite	2.E.9.c	Computer aided design CAD software	N	N
27-1012.00	Electric Quilt Quilt Design Wizard	2.E.9.c	Computer aided design CAD software	N	N
27-1012.00	Email software	2.E.16.a	Electronic mail software	N	N
27-1012.00	Embroidery design software	2.E.9.c	Computer aided design CAD software	N	N
27-1012.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
27-1012.00	Floriani MDQ My Decorative Quilter	2.E.9.c	Computer aided design CAD software	N	N
27-1012.00	John Hesselberth and Ron Roy GlazeMaster	2.E.9.d	Analytical or scientific software	N	N
27-1012.00	Pattern design software	2.E.9.c	Computer aided design CAD software	N	N
27-1012.00	Sales management software	2.E.9.j	Point of sale POS software	N	N
27-1012.00	SmugMug Flickr	2.E.4.b	Graphics or photo imaging software	N	N
27-1012.00	Twitter	2.E.16.d	Instant messaging software	N	N
27-1012.00	Web browser software	2.E.10.e	Internet browser software	N	N
27-1013.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
27-1013.00	Adobe ActionScript	2.E.7.b	Development environment software	N	N
27-1013.00	Adobe After Effects	2.E.4.c	Video creation and editing software	Y	N
27-1013.00	Adobe Creative Cloud software	2.E.4.b	Graphics or photo imaging software	Y	N
27-1013.00	Adobe Dreamweaver	2.E.4.g	Web page creation and editing software	N	N
27-1013.00	Adobe FrameMaker	2.E.4.k	Desktop publishing software	N	N
27-1013.00	Adobe FreeHand MX	2.E.4.b	Graphics or photo imaging software	N	N
27-1013.00	Adobe Illustrator	2.E.4.b	Graphics or photo imaging software	Y	Y
27-1013.00	Adobe ImageReady	2.E.4.b	Graphics or photo imaging software	N	N
27-1013.00	Adobe InDesign	2.E.4.k	Desktop publishing software	Y	N
27-1013.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	Y
27-1013.00	ArtScope.net eArtist	2.E.6.f	Data base user interface and query software	N	N
27-1013.00	Autodesk 3D Studio Design	2.E.9.c	Computer aided design CAD software	N	N
27-1013.00	Autodesk AutoCAD	2.E.9.c	Computer aided design CAD software	Y	N
27-1013.00	Autodesk Maya	2.E.4.b	Graphics or photo imaging software	N	Y
27-1013.00	C#	2.E.7.e	Object or component oriented development software	Y	N
27-1013.00	C++	2.E.7.e	Object or component oriented development software	Y	N
27-1013.00	Camp Software Art Licensing Manager	2.E.6.f	Data base user interface and query software	N	N
27-1013.00	ClassDojo	2.E.10.b	Desktop communications software	N	N
27-1013.00	Code Line Art Files	2.E.5.b	Document management software	N	N
27-1013.00	Corel CorelDraw Graphics Suite	2.E.4.b	Graphics or photo imaging software	N	N
27-1013.00	Corel Paint Shop Pro	2.E.4.b	Graphics or photo imaging software	N	N
27-1013.00	Corel Painter	2.E.4.b	Graphics or photo imaging software	N	N
27-1013.00	Corel Photo-Paint	2.E.4.b	Graphics or photo imaging software	N	N
27-1013.00	Credit card processing software	2.E.9.j	Point of sale POS software	N	N
27-1013.00	Dassault Systemes CATIA	2.E.9.c	Computer aided design CAD software	N	N
27-1013.00	Email software	2.E.16.a	Electronic mail software	N	N
27-1013.00	Extensible markup language XML	2.E.7.c	Enterprise application integration software	Y	N
27-1013.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
27-1013.00	FileMaker Bento	2.E.6.f	Data base user interface and query software	N	N
27-1013.00	GroupMe	2.E.16.d	Instant messaging software	N	N
27-1013.00	GYST	2.E.6.f	Data base user interface and query software	N	N
27-1013.00	Hypertext markup language HTML	2.E.7.h	Web platform development software	Y	N
27-1013.00	Inkscape	2.E.4.b	Graphics or photo imaging software	N	N
27-1013.00	Intuit QuickBooks	2.E.2.a	Accounting software	Y	N
27-1013.00	JavaScript	2.E.7.h	Web platform development software	Y	N
27-1013.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
27-1013.00	Microsoft Paint	2.E.4.b	Graphics or photo imaging software	N	N
27-1013.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
27-1013.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
27-1013.00	Paintbrush	2.E.4.b	Graphics or photo imaging software	N	N
27-1013.00	Perforce Helix software	2.E.7.a	Configuration management software	N	N
27-1013.00	Pixologic Zbrush	2.E.4.b	Graphics or photo imaging software	N	N
27-1013.00	Python	2.E.7.e	Object or component oriented development software	Y	N
27-1013.00	Serif DrawPlus	2.E.4.b	Graphics or photo imaging software	N	N
27-1013.00	SmugMug Flickr	2.E.4.b	Graphics or photo imaging software	N	N
27-1013.00	Trimble SketchUp Pro	2.E.9.c	Computer aided design CAD software	Y	N
27-1013.00	Twitter	2.E.16.d	Instant messaging software	N	N
27-1013.00	Unity Technologies Unity	2.E.7.b	Development environment software	N	N
27-1013.00	Unreal Technology Unreal Engine	2.E.7.b	Development environment software	N	N
27-1013.00	Web browser software	2.E.10.e	Internet browser software	N	N
27-1013.00	WorkingArtist Systems WorkingArtist	2.E.1.e	Project management software	N	N
27-1013.00	Xara Designer Pro X	2.E.4.b	Graphics or photo imaging software	N	N
27-1014.00	Ability Photopaint	2.E.4.b	Graphics or photo imaging software	N	N
27-1014.00	ACD Systems Canvas	2.E.4.b	Graphics or photo imaging software	N	N
27-1014.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
27-1014.00	Adobe ActionScript	2.E.7.b	Development environment software	N	N
27-1014.00	Adobe After Effects	2.E.4.c	Video creation and editing software	Y	Y
27-1014.00	Adobe AIR	2.E.7.b	Development environment software	N	N
27-1014.00	Adobe Creative Cloud software	2.E.4.b	Graphics or photo imaging software	Y	Y
27-1014.00	Adobe Director	2.E.4.c	Video creation and editing software	N	N
27-1014.00	Adobe Dreamweaver	2.E.4.g	Web page creation and editing software	N	N
27-1014.00	Adobe Flex	2.E.7.h	Web platform development software	N	N
27-1014.00	Adobe FreeHand MX	2.E.4.b	Graphics or photo imaging software	N	N
27-1014.00	Adobe Illustrator	2.E.4.b	Graphics or photo imaging software	Y	Y
27-1014.00	Adobe ImageReady	2.E.4.b	Graphics or photo imaging software	N	N
27-1014.00	Adobe InDesign	2.E.4.k	Desktop publishing software	Y	Y
27-1014.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	Y
27-1014.00	Adobe Premiere Pro	2.E.4.c	Video creation and editing software	N	Y
